"Title","Publish Year","Authors","Rating","Image Uri","Amazon Uri","Content Uri","Content Type","Category Group Name","Category Name","Reflection"
"Data Mining and Applications In Genomics","2008","Sio-Iong Ao","0.00","http://ecx.images-amazon.com/images/I/417s4h263yL._SX275_BO1,204,203,200_.jpg","http://www.amazon.com/Applications-Genomics-Lecture-Electrical-Engineering/dp/1402089740/ref=sr_1_1?s=books&ie=UTF8&qid=1456922821&sr=1-1&keywords=Data+Mining+and+Applications+In+Genomics+-+Sio-Iong+Ao","","","Artificial Intelligence","Data Science",""
"Star Schema The Complete Reference","2010","Christopher Adamson","0.00","http://ecx.images-amazon.com/images/I/51C5yIZOuZL._SX375_BO1,204,203,200_.jpg","http://www.amazon.de/Star-Schema-The-Complete-Reference-ebook/dp/B003Y8YWAE/ref=pd_sim_351_5?ie=UTF8&refRID=0CTA57VAJA8REX5ZJ9RV","","","Artificial Intelligence","Data Science",""
"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die Hardcover","2013","Eric Siegel, Thomas H. Davenport (Foreword)","0.00","http://ecx.images-amazon.com/images/I/51T1ej8k%2BpL._SX332_BO1,204,203,200_.jpg","http://www.amazon.com/Predictive-Analytics-Power-Predict-Click/dp/1118356853/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=solutionsre04-20&linkId=MGHSMPKWIT2SZAWG","","","Artificial Intelligence","Data Science",""
"Too Big to Ignore: The Business Case for Big Data Hardcover","2013","Phil Simon","0.00","http://ecx.images-amazon.com/images/I/51bqbgKTbML._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/Too-Big-Ignore-Business-Series/dp/1118638174/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=solutionsre04-20&linkId=NAPWC7GDGTXI3DXM","","","Artificial Intelligence","Data Science",""
"Data Smart: Using Data Science to Transform Information into Insight","2014","John W. Foreman","0.00","http://ecx.images-amazon.com/images/I/51V645mGcSL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX324_SY324_PIkin4,BottomRight,1,22_AA346_SH20_OU35_.jpg","http://www.amazon.com.au/Data-Smart-Science-Transform-Information-ebook/dp/B00F0WRXI0","","","Artificial Intelligence","Data Science",""
"Advances in Complex Data Modeling and Computational Methods in Statistics (Contributions to Statistics)","2014","Gebundene Ausgabe","0.00","http://ecx.images-amazon.com/images/I/41WXxEXCT5L._SX313_BO1,204,203,200_.jpg","http://www.amazon.de/gp/product/3319111485/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1638&creative=6742&creativeASIN=3319111485&linkCode=as2&tag=dataconomy01-21&linkId=6TYCJAYMW625BOYI","","","Artificial Intelligence","Statistical Learning",""
"Practical Data Science Cookbook - Real-World Data Science Projects to Help You Get Your Hands On Your Data","2014","Tony Ojeda, Sean Patrick Murphy, Benjamin Bengfort, Abhijit Dasgupta","0.00","http://ecx.images-amazon.com/images/I/51ggjx1wxCL._SX258_BO1,204,203,200_.jpg","http://www.amazon.de/gp/product/B00NXWI0QI/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1638&creative=6742&creativeASIN=B00NXWI0QI&linkCode=as2&tag=dataconomy01-21&linkId=D46QU6KGOAJC2FPA","","","Artificial Intelligence","Data Science",""
"Data Architecture: A Primer for the Data Scientist: Big Data, Data Warehouse and Data Vault","2015","W.H. Inmon, Dan Linstedt","0.00","http://ecx.images-amazon.com/images/I/61FnjFN1ehL._SX258_BO1,204,203,200_.jpg","http://www.amazon.de/gp/product/B00QQ6B8X0/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1638&creative=6742&creativeASIN=B00QQ6B8X0&linkCode=as2&tag=dataconomy01-21&linkId=HBLJCC3DKGIGTJRI","","","Artificial Intelligence","Data Science",""
"Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms","2015","Nikhil Buduma","0.00","http://ecx.images-amazon.com/images/I/519SRm-AVkL._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/Fundamentals-Deep-Learning-Next-Generation-Intelligence/dp/1491925612/ref=pd_bxgy_14_img_2?ie=UTF8&refRID=1VT5J1CHE2PPHC3R91JR","","","Artificial Intelligence","ANN & Deep Learning",""
"Neural Networks for Pattern Recognition (Advanced Texts in Econometrics)","1995","Christopher M. Bishop","0.00","http://ecx.images-amazon.com/images/I/41F78GaMo5L._SX337_BO1,204,203,200_.jpg","http://www.amazon.com/Neural-Networks-Pattern-Recognition-Christopher/dp/0198538642","","","Artificial Intelligence","ANN & Deep Learning",""
"Neural Networks and Learning Machines","1999","Simon O. Haykin","0.00","http://ecx.images-amazon.com/images/I/51b1PWBu6uL._SX354_BO1,204,203,200_.jpg","http://www.amazon.com/Neural-Networks-Learning-Machines-3rd/dp/0131471392","","","Artificial Intelligence","ANN & Deep Learning",""
"Pattern Classification (Pt.1)","2001","Richard O. Duda, Peter E. Har, David G. Stork","0.00","http://ecx.images-amazon.com/images/I/419Ml9MDMaL._SX327_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0471056693?ie=UTF8&tag=jefork-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0471056693","","","Artificial Intelligence","Pattern Recognition",""
"Pattern Recognition and Machine Learning (Information Science and Statistics)","2006","Christopher Bishop","0.00","http://ecx.images-amazon.com/images/I/61ECBlvkBCL._SX368_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Recognition-Learning-Information-Statistics/dp/0387310738/ref=pd_bxgy_14_img_2?ie=UTF8&refRID=0KTW7FR8HMBJYXQGJ7A2","","","Artificial Intelligence","Pattern Recognition",""
"Text Mining: Predictive Methods for Analyzing Unstructured Information Softcover","2005","Sholom M. Weiss, Nitin Indurkhya, Tong Zhang, Fred Damerau","0.00","http://ecx.images-amazon.com/images/I/51bmex1WmQL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0521585198?ie=UTF8&tag=jefork-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0521585198","","","Artificial Intelligence","Data Science",""
"Learning From Data","2012","Yaser S. Abu-Mostafa, Malik Magdon-Ismail, Hsuan-Tien Lin","0.00","http://ecx.images-amazon.com/images/I/41%2B9AHJZt2L._SX319_BO1,204,203,200_.jpg","http://www.amazon.com/Learning-From-Data-Yaser-Abu-Mostafa/dp/1600490069/ref=zg_bs_3887_15","","","Artificial Intelligence","Statistical Learning",""
"Practical Text Analytics: Interpreting Text and Unstructured Data for Business Intelligence (Marketing Science)","2015","Steven Struhl","0.00","http://ecx.images-amazon.com/images/I/41QoHIAVgFL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/Practical-Text-Analytics-Interpreting-Unstructured/dp/0749474017/ref=pd_sim_sbs_14_4?ie=UTF8&dpID=41QoHIAVgFL&dpSrc=sims&preST=_AC_UL160_SR107%2C160_&refRID=156GJWZB7KNTSWSKB4HT","","","Artificial Intelligence","Data Science",""
"Foundations of Statistical Natural Language Processing","1999","Christopher D. Manning, Hinrich Schütze","0.00","http://ecx.images-amazon.com/images/I/41ymCrOVqEL._SX418_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0262133601?ie=UTF8&tag=jefork-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0262133601","","","Artificial Intelligence","NLP",""
"Speech and Language Processing","1999","Daniel Jurafsky, James H. Martin","0.00","http://ecx.images-amazon.com/images/I/41M9fU8XtVL._SX376_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0131873210?ie=UTF8&tag=jefork-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0131873210","","","Artificial Intelligence","NLP",""
"Expert Systems: Principles and Programming","2004","Joseph C. Giarratano, Gary D. Riley","0.00","http://ecx.images-amazon.com/images/I/51zDmAnhvnL._SX395_BO1,204,203,200_.jpg","http://www.amazon.com/dp/0534384471/?tag=stackoverfl08-20","","","Artificial Intelligence","Expert Systems",""
"An Introduction to Fuzzy Logic for Practical Applications","1991","Kazuo Tanaka  (Author), T. Niimura (Translator)","0.00","http://ecx.images-amazon.com/images/I/51KLMQeNU9L._SX321_BO1,204,203,200_.jpg","http://www.amazon.com/Introduction-Fuzzy-Logic-Practical-Applications/dp/0387948074/ref=sr_1_4?s=books&ie=UTF8&qid=1455970762&sr=1-4&keywords=fuzzy+logic","","","Artificial Intelligence","Fuzzy Logics",""
"Fuzzy Logic with Engineering Applications","2010","Timothy J. Ross","0.00","http://ecx.images-amazon.com/images/I/51LEVAIsRRL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/Fuzzy-Logic-Engineering-Applications-Edition/dp/047074376X/ref=pd_sim_sbs_14_1?ie=UTF8&dpID=51LEVAIsRRL&dpSrc=sims&preST=_AC_UL160_SR107%2C160_&refRID=0JT5BW7Z5G8VJ3GNW3YH","","","Artificial Intelligence","Fuzzy Logics",""
"Programming Game AI By Example (Wordware Game Developers Library)","2004","Mat Buckland ","0.00","http://ecx.images-amazon.com/images/I/51jAoX1id6L._SX300_BO1,204,203,200_.jpg","http://www.amazon.com/Programming-Example-Wordware-Developers-Library/dp/1556220782/ref=sr_1_1?s=books&ie=UTF8&qid=1457265933&sr=1-1&keywords=Programming+Game+AI+by+Example+-+Mat+Buckland","","","Artificial Intelligence","AI for Games",""
"Artificial Intelligence for Games","2009","Ian Millington, John Funge","0.00","http://ecx.images-amazon.com/images/I/41UAR9-mTzL._SX390_BO1,204,203,200_.jpg","http://www.amazon.com/Artificial-Intelligence-Games-Ian-Millington/dp/0123747317/ref=sr_1_1?s=books&ie=UTF8&qid=1457266039&sr=1-1&keywords=Artificial+Intelligence+for+Games+-+Ian+Millington+and+John+Funge","","","Artificial Intelligence","AI for Games",""
"Artificial Intelligence for Computer Games","2011","Pedro Antonio Gonzalez Calero","0.00","http://ecx.images-amazon.com/images/I/31MmfXFpcRL._BO1,204,203,200_.jpg","http://www.amazon.com/Artificial-Intelligence-Computer-Antonio-Gonzalez/dp/1441972560/ref=sr_1_3?s=books&ie=UTF8&qid=1457266090&sr=1-3&keywords=Artificial+Intelligence+for+Computer+Games+-+Pedro+Antonio","","","Artificial Intelligence","AI for Games",""
"Genetic Algorithms in Search, Optimization, and Machine Learning","1989","David E. Goldberg","0.00","http://ecx.images-amazon.com/images/I/41M8PoYWQCL._SX410_BO1,204,203,200_.jpg","http://www.amazon.com/Genetic-Algorithms-Optimization-Machine-Learning/dp/0201157675/ref=pd_sim_14_1?ie=UTF8&dpID=41M8PoYWQCL&dpSrc=sims&preST=_AC_UL160_SR132%2C160_&refRID=0EHGYR43DZY48GABDQPP","","","Artificial Intelligence","Genetic Algorithm",""
"An Introduction to Genetic Algorithms (Complex Adaptive Systems)","1996","Melanie Mitchell","0.00","http://ecx.images-amazon.com/images/I/41CT8GWSwxL._SX332_BO1,204,203,200_.jpg","http://www.amazon.com/Introduction-Genetic-Algorithms-Complex-Adaptive/dp/0262631857/ref=pd_bxgy_14_img_3?ie=UTF8&refRID=0WCGR0GMZBYGV4A3M3XW","","","Artificial Intelligence","Genetic Algorithm",""
"Good to Great: Why Some Companies Make the Leap...And Others Don'","2001","Jim Collins","0.00","http://ecx.images-amazon.com/images/I/41EV9hbgbCL._SX327_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0066620996/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0066620996&linkCode=as2&tag=businrepub06-20&linkId=7E26AFESPLT7KSID","","","Business Administration","Entrepreneurship",""
"Anyone Can Do It: Building Coffee Republic from Our Kitchen Table - 57 Real Life Laws on Entrepreneurship","2007","Sahar Hashemi, Bobby Hashemi ","0.00","http://ecx.images-amazon.com/images/I/51fnKlOI95L._SX311_BO1,204,203,200_.jpg","http://www.amazon.com/Anyone-Can-Do-It-Entrepreneurship/dp/1841127655","","","Business Administration","Entrepreneurship",""
"The Entrepreneur's Guide to Business Law","2008","Constance E. Bagley, Craig E. Dauchy","0.00","http://ecx.images-amazon.com/images/I/51vPr-MCcIL._SX346_BO1,204,203,200_.jpg","http://www.amazon.com/The-Entrepreneurs-Guide-Business-Law/dp/0324204930","","","Business Administration","Entrepreneurship",""
"Founders at Work: Stories of Startups' Early Days Paperback","2009","Jessica Livingston","0.00","http://ecx.images-amazon.com/images/I/41jgZjs542L._SX321_BO1,204,203,200_.jpg","http://www.amazon.com/Founders-Work-Stories-Startups-Problem-Solution/dp/1430210788","","","Business Administration","Entrepreneurship",""
"Innovation Tournaments: Creating and Selecting Exceptional Opportunities","2009","Christian Terwiesch, Karl Ulrich","0.00","http://ecx.images-amazon.com/images/I/41PFa2VZL9L._SX321_BO1,204,203,200_.jpg","http://www.amazon.com/Innovation-Tournaments-Selecting-Exceptional-Opportunities/dp/1422152227","","","Business Administration","Entrepreneurship",""
"Getting More: How to Negotiate to Achieve Your Goals in the Real World","2010","Stuart Diamond","0.00","http://ecx.images-amazon.com/images/I/51BY%2BRvO2UL._SX324_BO1,204,203,200_.jpg","http://www.amazon.com/Getting-More-Negotiate-Achieve-Goals/dp/0307716899","","","Business Administration","Entrepreneurship",""
"Rich Dad Poor Dad: What The Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","2011","Robert T. Kiyosaki","0.00","http://ecx.images-amazon.com/images/I/51pG0iSWeuL._SX304_BO1,204,203,200_.jpg","http://www.amazon.com/Rich-Dad-Poor-Teach-Middle/dp/1612680011/ref=sr_1_1?s=books&ie=UTF8&qid=1439814757&sr=1-1&keywords=Rich+Dad+Poor+Dad","","","Business Administration","Entrepreneurship",""
"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","2011","Eric Ries","0.00","http://ecx.images-amazon.com/images/I/51vN15YCJyL._SX329_BO1,204,203,200_.jpg","http://www.amazon.com/Lean-Startup-Entrepreneurs-Continuous-Innovation/dp/0307887898","","","Business Administration","Entrepreneurship",""
"Mastery: The Keys to Success and Long-Term Fulfillment","1992","George Leonard","0.00","http://ecx.images-amazon.com/images/I/41LARSEOYwL._SX344_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0452267560/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0452267560&linkCode=as2&tag=businrepub06-20&linkId=DP3QKIOJJ2GLSAB5","","","Business Administration","Entrepreneurship",""
"How to Lie with Statistics","1993","Darrell Huff, Irving Geis  (Illustrator)","0.00","http://ecx.images-amazon.com/images/I/51FKg7ecS%2BL._SX334_BO1,204,203,200_.jpg","http://www.amazon.com/How-Lie-Statistics-Darrell-Huff/dp/0393310728/ref=sr_1_1?s=books&ie=UTF8&qid=1439815297&sr=1-1&keywords=How+to+Lie+With+Statistics","","","Business Administration","Leadership and Management",""
"The Elements of Style","1999"," William Strunk Jr., E. B. White, Test Editor (Editor), Roger Angell (Foreword)","0.00","http://ecx.images-amazon.com/images/I/51q3tYpGjnL._SX313_BO1,204,203,200_.jpg","http://www.amazon.com/Elements-Style-Fourth-William-Strunk/dp/020530902X/ref=sr_1_1?s=books&ie=UTF8&qid=1439815124&sr=1-1&keywords=The+Elements+of+Style","","","Business Administration","Leadership and Management",""
"First, Break All the Rules: What the World's Greatest Managers Do Differently","1999","Marcus Buckingham, Curt Coffman","0.00","http://ecx.images-amazon.com/images/I/51lEgKNNeWL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0684852861/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0684852861&linkCode=as2&tag=businrepub06-20&linkId=6YMP77UOESP7P7BZ","","","Business Administration","Leadership and Management",""
"The 48 Laws of Power","2000","Robert Greene","0.00","http://ecx.images-amazon.com/images/I/41ILsjEMw-L._SX356_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0140280197/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0140280197&linkCode=as2&tag=businrepub06-20&linkId=GKTR6O3GJ7VMHJNX","","","Business Administration","Leadership and Management",""
"Now, Discover Your Strengths","2001","Marcus Buckingham, Donald O. Clifton","0.00","http://ecx.images-amazon.com/images/I/513PXm-edXL._SX322_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0743201140/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0743201140&linkCode=as2&tag=businrepub06-20&linkId=LKGLC4VHD64TW27T","","","Business Administration","Leadership and Management",""
"Getting Everything You Can Out of All You've Got: 21 Ways You Can Out-Think, Out-Perform, and Out-Earn the Competition","2001","Jay Abraham","0.00","http://ecx.images-amazon.com/images/I/51ZgEhUIiUL._SX330_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0312284543/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0312284543&linkCode=as2&tag=businrepub06-20&linkId=CO3UO3Q4VZURG4NJ","","","Business Administration","Leadership and Management",""
"The One Minute Manager","2003","enneth H. Blanchard, Spencer Johnson","0.00","http://ecx.images-amazon.com/images/I/511mzN6iAXL._SX327_BO1,204,203,200_.jpg","http://www.amazon.com/One-Minute-Manager-Kenneth-Blanchard/dp/0688014291/ref=sr_1_1?s=books&ie=UTF8&qid=1439815229&sr=1-1&keywords=The+One+Minute+Manager","","","Business Administration","Leadership and Management",""
"The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It","2004","Michael E. Gerber","0.00","http://ecx.images-amazon.com/images/I/51MPu8oSjcL._SX330_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0887307280/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0887307280&linkCode=as2&tag=businrepub06-20&linkId=SNFTHMZJIGIIFDY6","","","Business Administration","Leadership and Management",""
"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal","2005","Jim Loehr, Tony Schwartz","0.00","http://ecx.images-amazon.com/images/I/51EPV1VA7AL._SX303_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0743226755/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0743226755&linkCode=as2&tag=businrepub06-20&linkId=BZO2IRDJ2TTVYAOI","","","Business Administration","Leadership and Management",""
"Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century","2005","Napoleon Hill, Arthur R. Pell","0.00","http://ecx.images-amazon.com/images/I/51DXwCR9fjL._SX342_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1585424331/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1585424331&linkCode=as2&tag=businrepub06-20&linkId=7L5J3QHY7BAC5WST","","","Business Administration","Leadership and Management",""
"Small Is the New Big: and 183 Other Riffs, Rants, and Remarkable Business Ideas","2006","Seth Godin","0.00","http://ecx.images-amazon.com/images/I/41Cb6CfaNJL._SX323_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591841267/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591841267&linkCode=as2&tag=businrepub06-20&linkId=ZG6IOAYEYCGQL7V6","","","Business Administration","Leadership and Management",""
"Strengths Finder 2.0","2007","Tom Rath","0.00","http://ecx.images-amazon.com/images/I/41VU8jWz36L._SX360_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/159562015X/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=159562015X&linkCode=as2&tag=businrepub06-20&linkId=FAWTGALIMWDTNG5Z","","","Business Administration","Leadership and Management",""
"Guerilla Marketing: Easy and Inexpensive Strategies for Making Big Profits from Your Small Business","2007","Jay Conrad Levinson, Jeannie Levinson  (Contributor), Amy Levinson  (Contributor)","0.00","http://ecx.images-amazon.com/images/I/51SzmgwLZWL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0618785914/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0618785914&linkCode=as2&tag=businrepub06-20&linkId=QGYJG5I444TE3OBY","","","Business Administration","Leadership and Management",""
"Seeking Wisdom: From Darwin to Munger","2007","Peter Bevelin","0.00","http://ecx.images-amazon.com/images/I/41hs3gqRWbL._SX365_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1578644283/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1578644283&linkCode=as2&tag=businrepub06-20&linkId=IBHZ2ZNMS4MTC7R6","","","Business Administration","Leadership and Management",""
"What Got You Here Won't Get You There: How successful people become even more successful","2008","Marshall Goldsmith","0.00","http://ecx.images-amazon.com/images/I/5165sod2U5L._SX308_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/B00HTJV83S/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00HTJV83S&linkCode=as2&tag=businrepub06-20&linkId=TJZ6457DJTCK2EAB","","","Business Administration","Leadership and Management",""
"Tribes: We Need You to Lead Us","2008","Seth Godin","0.00","http://ecx.images-amazon.com/images/I/51WjbZ0neKL._SX345_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591842336/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591842336&linkCode=as2&tag=businrepub06-20&linkId=Y2NWHLDG3533MBYA","","","Business Administration","Leadership and Management",""
"Purple Cow, New Edition: Transform Your Business by Being Remarkable--Includes new bonus chapter","2009","Seth Godin","0.00","http://ecx.images-amazon.com/images/I/514FKvz8Z9L._SX361_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591843170/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591843170&linkCode=as2&tag=businrepub06-20&linkId=7L2GM7AEGDNIUWWG","","","Business Administration","Leadership and Management",""
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)","2009","Timothy Ferriss","0.00","http://ecx.images-amazon.com/images/I/51Zm0PIE36L._SX326_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0307465357/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0307465357&linkCode=as2&tag=businrepub06-20&linkId=IRLGTJ6EADQG6MFB","","","Business Administration","Leadership and Management",""
"Switch: How to Change Things When Change Is Hard","2010","Chip Heath, Dan Heath","0.00","http://ecx.images-amazon.com/images/I/415V1QUNH1L._SX336_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0385528752/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0385528752&linkCode=as2&tag=businrepub06-20&linkId=2M73ISGYEAECBZCD","","","Business Administration","Leadership and Management",""
"Talent is Overrated: What Really Separates World-Class Performers from Everybody Else","2010","Geoff Colvin","0.00","http://ecx.images-amazon.com/images/I/51KAZ3TmhjL._SX324_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591842948/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591842948&linkCode=as2&tag=businrepub06-20&linkId=C64J3XDYBJTYEVPK","","","Business Administration","Leadership and Management",""
"Reality Check: The Irreverent Guide to Outsmarting, Outmanaging, and Outmarketing Your Competition","2011","Guy Kawasaki","0.00","http://ecx.images-amazon.com/images/I/41wq5sCzrNL._SX324_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591843944/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591843944&linkCode=as2&tag=businrepub06-20&linkId=GM4MKRJGR62HY42K","","","Business Administration","Leadership and Management",""
"Drive: The Surprising Truth About What Motivates Us","2011","Daniel H. Pink","0.00","http://ecx.images-amazon.com/images/I/419tQKzU2jL._SX330_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1594484805/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1594484805&linkCode=as2&tag=businrepub06-20&linkId=LYSPJ3HNHSZWRO7Y","","","Business Administration","Leadership and Management",""
"Linchpin: Are You Indispensable?","2011","Seth Godin","0.00","http://ecx.images-amazon.com/images/I/51KEubrpFkL._SX324_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1591844096/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1591844096&linkCode=as2&tag=businrepub06-20&linkId=BPSZ6F72PR6N4WFE","","","Business Administration","Leadership and Management",""
"Outliers: The Story of Success","2011"," Malcolm Gladwell","0.00","http://ecx.images-amazon.com/images/I/41h5QL0vVEL._SX327_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0316017930/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0316017930&linkCode=as2&tag=businrepub06-20&linkId=OZ6ZJ6M6IO24KNQA","","","Business Administration","Leadership and Management",""
"The War of Art: Break Through the Blocks and Win Your Inner Creative Battles","2012","Steven Pressfield, Shawn Coyne","0.00","http://ecx.images-amazon.com/images/I/41kTkwxjOKL._SX311_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1936891026/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1936891026&linkCode=as2&tag=businrepub06-20&linkId=KYV3B6JLQZJXLT5N","","","Business Administration","Leadership and Management",""
"The 5 Elements of Effective Thinking","2012","Edward B. Burger, Michael Starbird","0.00","http://ecx.images-amazon.com/images/I/41I7mnMikSL._SX293_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0691156662/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0691156662&linkCode=as2&tag=businrepub06-20&linkId=MY6D7SDMRINSEQ3H","","","Business Administration","Leadership and Management",""
"So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love","2012","Cal Newport","0.00","http://ecx.images-amazon.com/images/I/51vYL0TajBL._SX329_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/1455528048/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1455528048&linkCode=as2&tag=businrepub06-20&linkId=TWCTMEI7N2QQZUHY","","","Business Administration","Leadership and Management",""
"The Icarus Deception: How High Will You Fly?","2012","Seth Godin","0.00","http://ecx.images-amazon.com/images/I/511Byv2Z2hL._SX333_BO1,204,203,200_.jpg","http://www.amazon.com/Icarus-Deception-How-High-Will/dp/1591846072/ref=sr_1_1?ie=UTF8&qid=1439816387&sr=8-1&keywords=+The+Icarus+Deception","","","Business Administration","Leadership and Management",""
"Decisive: How to Make Better Choices in Life and Work","2013","Chip Heath, Dan Heath","0.00","http://ecx.images-amazon.com/images/I/41Dma69iHnL._SX332_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/0307956393/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0307956393&linkCode=as2&tag=businrepub06-20&linkId=TVWX4DBNZZJMMHCD","","","Business Administration","Leadership and Management",""
"The Power of Habit: Why We Do What We Do in Life and Business","2014","Charles Duhigg","0.00","http://ecx.images-amazon.com/images/I/51Ml%2BjD9l3L._SX322_BO1,204,203,200_.jpg","http://www.amazon.com/gp/product/081298160X/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=081298160X&linkCode=as2&tag=businrepub06-20&linkId=AYBCVVDUFASKHRW2","","","Business Administration","Leadership and Management",""
